filename	mark	label	off0	off1	span
PMC3675124	T3	Developer	96	105	Mathworks
PMC3675124	T4	URL	125	145	www.psychtoolbox.org
PMC3676365	T1	Application_Usage	33	48	SPSS Statistics
PMC3676365	T2	Developer	29	32	IBM
PMC3676365	T3	Version	49	51	20
PMC3676365	T4	Developer	53	61	SPSS Inc
PMC3676365	T5	Release	76	80	2011
PMC3679146	T1	Application_Usage	67	71	SPSS
PMC3679146	T2	Application_Usage	27	35	Epi Info
PMC3679146	T3	Version	44	45	6
PMC3679146	T4	Version	80	82	17
PMC3679146	T5	Developer	84	92	SPSS Inc
PMC3679150	T1	Application_Usage	257	262	Stata
PMC3688591	T1	Application_Usage	43	81	Statistical Package for Social Science
PMC3688591	T2	OperatingSystem_Usage	139	146	Windows
PMC3688591	T3	Developer	83	87	SPSS
PMC3688591	T4	Version	130	134	19.0
PMC3691237	T1	Application_Usage	0	4	SPSS
PMC3691237	T2	Version	13	15	18
PMC3694065	T1	Application_Usage	57	62	STATA
PMC3694065	T2	Version	71	73	11
PMC3694100	T1	Application_Usage	33	38	Stata
PMC3694100	T2	Version	47	51	11.0
PMC3700867	T1	Application_Usage	41	45	SPSS
PMC3700867	T2	Application_Usage	112	117	Prism
PMC3700867	T3	Version	54	60	19.0.1
PMC3700867	T4	Developer	62	65	IBM
PMC3700867	T5	Version	126	130	5.0d
PMC3700867	T6	Developer	132	140	GraphPad
PMC3722160	T1	Application_Usage	61	65	SPSS
PMC3722160	T2	Version	66	70	17.0
PMC3724832	T1	Application_Usage	134	138	SPSS
PMC3724832	T2	Application_Usage	209	238	statistical analyses software
PMC3724832	T3	Version	149	153	19.0
PMC3724832	T4	Developer	155	158	IBM
PMC3724832	T5	Application_Usage	240	243	SAS
PMC3724832	T6	Version	244	245	9
PMC3724832	T7	Version	255	258	9.2
PMC3724832	T8	Developer	260	273	SAS Institute
PMC3724838	T1	Application_Usage	43	48	Stata
PMC3724838	T2	Version	50	54	11.2
PMC3724838	T3	Developer	56	66	Stata Corp
PMC3729837	T1	ProgrammingEnvironment_Usage	178	184	MATLAB
PMC3729837	T2	Developer	191	200	MathWorks
PMC3739786	T1	Application_Usage	0	4	SPSS
PMC3739786	T2	Version	5	9	18.0
PMC3742468	T1	Application_Usage	42	57	SPSS Statistics
PMC3742468	T2	Developer	38	41	IBM
PMC3742468	T3	Version	58	62	18.0
PMC3743525	T1	Application_Usage	38	43	Stata
PMC3743525	T2	Version	44	46	12
PMC3743525	T3	Developer	48	64	Stata Corp. Inc.
PMC3745444	T1	Application_Usage	34	37	SAS
PMC3745444	T2	Version	38	41	9.2
PMC3749220	T1	Application_Usage	150	155	STATA
PMC3749220	T2	Version	156	160	12.1
PMC3756026	T1	Application_Usage	25	29	SPSS
PMC3756026	T2	OperatingSystem_Usage	34	41	Windows
PMC3756026	T3	Version	51	55	20.0
PMC3756026	T4	Developer	63	72	SPSS Inc.
PMC3756026	T5	Release	57	61	2012
PMC3756996	T1	Application_Usage	95	99	SPSS
PMC3756996	T2	Application_Usage	239	243	SPSS
PMC3756996	T3	Version	100	102	11
PMC3756996	T4	Developer	104	113	SPSS Inc.
PMC3756996	T5	Version	244	248	11.5
PMC3756996	T6	Developer	250	259	SPSS Inc.
PMC3758314	T1	Application_Usage	49	52	SAS
PMC3758314	T2	Version	70	73	9.2
PMC3758314	T3	Developer	75	93	SAS Institute Inc.
PMC3758314	T4	Release	95	99	2009
PMC3759436	T1	Application_Usage	0	41	Statistical Product and Service Solutions
PMC3759436	T2	Abbreviation	43	47	SPSS
PMC3760841	T1	Application_Mention	99	103	SPSS
PMC3762848	T1	Application_Usage	161	166	Stata
PMC3762848	T2	Version	167	171	10.0
PMC3762848	T3	Citation	172	176	[52]
PMC3767642	T1	Application_Usage	32	35	SAS
PMC3767642	T2	Version	66	69	9.2
PMC3767642	T3	Developer	71	88	SAS Institute Inc
PMC3776798	T1	Application_Usage	50	54	SPSS
PMC3776798	T2	Version	63	67	17.0
PMC3776798	T3	Developer	69	77	IBM Inc.
PMC3797813	T1	Application_Usage	25	40	SPSS Statistics
PMC3797813	T2	Version	41	43	21
PMC3797813	T4	Developer	65	73	IBM Inc.
PMC3797813	T5	Application_Usage	59	63	SPSS
PMC3797813	T3	OperatingSystem_Usage	48	57	Macintosh
PMC3805582	T1	Application_Usage	59	64	STATA
PMC3805582	T2	Version	73	75	11
PMC3805582	T3	Developer	77	89	StataCorp LP
PMC3808299	T1	Application_Usage	26	31	STATA
PMC3808299	T2	Version	41	45	11.2
PMC3828322	T1	Application_Usage	13	18	STATA
PMC3828322	T2	Version	19	23	10.0
PMC3828343	T1	Application_Usage	35	39	SPSS
PMC3828343	T2	Version	40	44	16.0
PMC3832538	T1	Application_Usage	27	32	BLAST
PMC3832538	T3	Application_Usage	258	263	BLAST
PMC3832538	T6	Application_Usage	234	239	BLAST
PMC3834222	T1	Application_Usage	40	43	SAS
PMC3835884	T1	Application_Usage	17	23	EEGLAB
PMC3835884	T2	ProgrammingEnvironment_Usage	43	49	Matlab
PMC3835884	T3	Citation	24	28	[31]
PMC3835884	T4	Developer	33	42	Mathworks
PMC3841130	T1	Application_Usage	68	72	Word
PMC3841130	T2	Application_Usage	77	82	Excel
PMC3841130	T3	Developer	58	67	Microsoft
PMC3843691	T1	ProgrammingEnvironment_Usage	43	49	Matlab
PMC3843691	T2	Developer	51	60	Mathworks
PMC3846567	T1	Application_Usage	24	28	SPSS
PMC3846567	T2	Version	29	33	19.0
PMC3846567	T3	Developer	35	45	SPSS, Inc.
PMC3862833	T1	Application_Usage	36	40	SPSS
PMC3862878	T2	Application_Usage	117	122	blast
PMC3866176	T1	Application_Usage	28	43	SPSS Statistics
PMC3866176	T2	Developer	45	48	IBM
PMC3866176	T3	Version	58	60	19
PMC3873973	T1	Application_Usage	48	52	SPSS
PMC3873973	T2	Version	53	57	16.0
PMC3873973	T3	Developer	59	63	SPSS
PMC3879246	T1	Application_Usage	42	46	SPSS
PMC3879246	T2	Version	55	59	19.0
PMC3879366	T1	Application_Usage	39	54	SPSS Statistics
PMC3879366	T2	Version	55	63	20.0.0.1
PMC3880334	T1	Application_Usage	4	7	SAS
PMC3880334	T2	Version	16	21	9.1.3
PMC3880334	T3	Developer	65	84	SAS Institute, Inc.
PMC3893170	T1	Application_Usage	8	13	Stata
PMC3893170	T2	Version	22	26	12.0
PMC3897519	T1	Application_Usage	24	28	SPSS
PMC3897519	T2	Application_Usage	76	80	NCSS
PMC3897519	T3	Version	38	40	19
PMC3897519	T4	Developer	42	51	SPSS Inc.
PMC3897519	T5	Release	81	85	2007
PMC3897519	T6	Developer	87	122	Number Cruncher Statistical Systems
PMC3897676	T1	Application_Usage	122	127	Stata
PMC3897676	T2	Version	128	130	11
PMC3900491	T1	Application_Usage	75	78	SAS
PMC3900491	T2	Version	79	82	9.3
PMC3900491	T3	Developer	114	127	SAS Institute
PMC3903501	T1	Application_Usage	42	46	SPSS
PMC3903501	T2	ProgrammingEnvironment_Usage	99	100	R
PMC3903501	T3	Version	47	53	20.0.0
PMC3903501	T4	Version	101	106	3.0.0
PMC3903501	T5	Citation	107	111	[44]
PMC3906048	T1	ProgrammingEnvironment_Usage	150	156	MATLAB
PMC3906048	T2	PlugIn_Usage	165	175	get_totals
PMC3906048	T3	Developer	189	196	Ridgway
PMC3906048	T4	Citation	197	201	[77]
PMC3909117	T1	Application_Usage	34	39	Stata
PMC3909117	T2	Version	48	50	11
PMC3914947	T1	Application_Usage	39	43	SPSS
PMC3914947	T2	ProgrammingEnvironment_Usage	53	54	R
PMC3914947	T3	Version	44	48	19.0
PMC3914947	T4	Version	55	60	3.0.1
PMC3914947	T5	Citation	61	65	[42]
PMC3921218	T1	Application_Usage	43	48	STATA
PMC3921218	T2	Version	49	53	11.2
PMC3921218	T3	Citation	54	58	[18]
PMC3922869	T1	Application_Usage	34	38	SPSS
PMC3922869	T2	OperatingSystem_Usage	85	92	Windows
PMC3922869	T3	AlternativeName	40	79	Statistical Package for Social Sciences
PMC3922869	T4	Version	101	103	19
PMC3923838	T1	Application_Usage	37	41	SPSS
PMC3923838	T2	Version	42	44	15
PMC3937337	T1	Application_Usage	34	37	SAS
PMC3937337	T2	Version	46	49	9.2
PMC3937337	T3	Developer	51	69	SAS Institute Inc.
PMC3938582	T1	Application_Usage	27	32	Stata
PMC3938582	T2	Application_Usage	134	139	STATA
PMC3938582	T3	OperatingSystem_Usage	155	162	Windows
PMC3938582	T4	Version	148	150	13
PMC3942421	T1	Application_Usage	34	38	SPSS
PMC3942421	T2	Version	48	50	20
PMC3943973	T1	Application_Usage	36	40	SPSS
PMC3943973	T2	Version	44	46	19
PMC3946292	T1	Application_Usage	0	4	SPSS
PMC3946292	T2	OperatingSystem_Usage	9	16	windows
PMC3946292	T3	Version	25	29	20.0
PMC3948370	T1	Application_Usage	24	27	SAS
PMC3948370	T2	Version	28	31	9.2
PMC3948384	T1	Application_Usage	34	39	STATA
PMC3948384	T2	Version	40	42	11
PMC3948384	T3	Developer	44	61	Stata Corporation
PMC3951273	T1	ProgrammingEnvironment_Usage	100	106	Matlab
PMC3951273	T2	Developer	108	121	the Mathworks
PMC3958518	T1	Application_Usage	0	5	STATA
PMC3958518	T2	Version	14	18	11.2
PMC3958518	T3	Developer	29	39	STATA Corp
PMC3961208	T1	ProgrammingEnvironment_Usage	33	39	Matlab
PMC3961208	T2	Version	43	53	7.10.0.499
PMC3963974	T1	Application_Usage	42	57	PASW Statistics
PMC3963974	T2	OperatingSystem_Usage	73	80	Windows
PMC3963974	T3	Version	66	68	18
PMC3963974	T4	Developer	82	91	SPSS Inc.
PMC3965382	T1	Application_Usage	74	78	SPSS
PMC3965382	T2	Application_Usage	50	55	Prism
PMC3965382	T3	Version	65	68	4.0
PMC3965382	T4	Version	88	90	20
PMC3965382	T5	Developer	41	49	GraphPad
PMC3974764	T1	Application_Usage	26	30	SPSS
PMC3974836	T1	Application_Usage	46	51	STATA
PMC3974836	T2	Version	52	56	12.0
PMC3974836	T3	Developer	58	67	Statacorp
PMC3976290	T1	Application_Usage	39	44	BLAST
PMC3976290	T2	Developer	34	38	NCBI
PMC3979676	T1	Application_Usage	41	44	SAS
PMC3979676	T2	Developer	46	64	SAS Institute Inc.
PMC3981780	T1	Application_Usage	51	56	STATA
PMC3981780	T2	Version	57	61	11.0
PMC3983092	T1	Application_Usage	34	39	STATA
PMC3983092	T2	Version	40	44	11.0
PMC3983092	T3	Developer	46	55	Statacorp
PMC3984205	T1	Application_Usage	39	43	SPSS
PMC3984205	T2	Version	53	55	20
PMC3988100	T1	Application_Usage	159	163	SPSS
PMC3988100	T2	Version	165	169	20.0
PMC3989186	T1	Application_Usage	9	14	Prism
PMC3989186	T2	Developer	0	8	GraphPad
PMC3989186	T3	Version	15	19	5.02
PMC3991647	T1	Application_Usage	85	88	SAS
PMC3995913	T1	ProgrammingEnvironment_Usage	64	65	R
PMC3995913	T2	PlugIn_Usage	52	57	rjags
PMC3995913	T3	Application_Usage	76	80	JAGS
PMC3995913	T4	Version	66	71	3.0.3
PMC3995913	T5	Version	83	88	3.3.0
PMC4008581	T1	Application_Usage	60	90	Statistical Parametric Mapping
PMC4008581	T2	ProgrammingEnvironment_Usage	180	186	MATLAB
PMC4008581	T3	Application_Usage	92	95	SPM
PMC4008581	T4	Version	95	96	8
PMC4008581	T5	Developer	108	151	Wellcome Department of Imaging Neuroscience
PMC4008581	T6	Release	187	193	R2009b
PMC4008581	T7	Developer	195	204	MathWorks
PMC4010396	T1	Application_Usage	42	46	SPSS
PMC4010396	T2	OperatingSystem_Usage	51	58	Windows
PMC4010396	T3	Version	76	80	15.0
PMC4010396	T4	Developer	82	91	SPSS Inc.
PMC4014506	T1	Application_Usage	4	47	Statistical Package for the Social Sciences
PMC4014506	T2	PlugIn_Usage	92	98	XLSTAT
PMC4014506	T3	Abbreviation	49	53	SPSS
PMC4014506	T4	Version	63	67	19.0
PMC4014506	T5	Developer	69	73	SPSS
PMC4014506	T6	Developer	100	114	Addinsoft SARL
PMC4016290	T1	ProgrammingEnvironment_Usage	96	102	Matlab
PMC4019471	T1	Application_Usage	59	64	Prism
PMC4019471	T2	Developer	50	58	GraphPad
PMC4019471	T3	Version	65	66	5
PMC4019471	T4	Developer	68	85	GraphPad Software
PMC4019483	T1	Application_Usage	180	185	stata
PMC4019508	T1	Application_Usage	133	172	Statistical Package for Social Sciences
PMC4019508	T2	Application_Usage	174	178	SPSS
PMC4019508	T3	Version	179	183	18.0
PMC4020748	T1	Application_Usage	247	250	SAS
PMC4020748	T2	Version	251	254	9.3
PMC4020748	T3	Developer	256	274	SAS Institute Inc.
PMC4023954	T1	ProgrammingEnvironment_Usage	46	52	Matlab
PMC4028213	T1	ProgrammingEnvironment_Usage	43	49	MATLAB
PMC4028213	T2	Release	71	77	R2010a
PMC4028213	T3	Developer	79	92	The MathWorks
PMC4031044	T1	Application_Usage	34	39	excel
PMC4055700	T1	Application_Usage	123	128	Stata
PMC4055700	T2	Application_Usage	161	166	MLwiN
PMC4055700	T3	Version	186	190	2.27
PMC4055700	T4	Citation	191	195	[37]
PMC4059755	T1	Application_Usage	34	48	PASW Statistic
PMC4059755	T2	Version	49	51	18
PMC4059755	T3	Developer	62	71	SPSS Inc.
PMC4069022	T1	Application_Usage	37	42	STATA
PMC4069022	T2	Version	60	62	10
PMC4076331	T1	Application_Usage	34	49	PASW Statistics
PMC4076331	T2	Version	50	52	18
PMC4076331	T3	Developer	54	63	SPSS Inc.
PMC4076331	T4	Release	65	69	2009
PMC4081005	T1	Application_Usage	30	35	Stata
PMC4081005	T2	Version	36	38	12
PMC4094494	T1	Application_Usage	138	142	SPSS
PMC4100871	T1	Application_Usage	268	271	JMP
PMC4100871	T2	Version	272	275	9.0
PMC4100871	T3	Developer	277	285	SAS, Inc
PMC4102590	T1	Application_Usage	64	67	JMP
PMC4102590	T2	Version	68	69	9
PMC4102590	T3	Developer	71	84	SAS Institute
PMC4103818	T1	ProgrammingEnvironment_Usage	129	135	MATLAB
PMC4103818	T2	Application_Usage	114	119	Praat
PMC4103818	T3	Citation	120	124	[44]
PMC4103818	T4	Developer	137	156	The MathWorks, Inc.
PMC4113221	T1	Application_Usage	59	63	SPSS
PMC4113221	T2	Version	73	75	20
PMC4113221	T3	Developer	77	80	IBM
PMC4113245	T1	Application_Usage	212	215	SAS
PMC4113245	T2	Application_Usage	231	234	SAS
PMC4113245	T4	Version	243	246	9.2
PMC4113245	T3	Developer	274	292	SAS Institute Inc.
PMC4116118	T1	Application_Usage	41	45	SPSS
PMC4116118	T2	Version	54	58	19.0
PMC4116118	T3	Developer	60	69	SPSS Inc.
PMC4116333	T1	Application_Usage	35	39	SPSS
PMC4116333	T2	Version	45	47	18
PMC4116333	T3	Extension	40	44	PASW
PMC4117474	T1	Application_Usage	34	39	Stata
PMC4117474	T2	Version	40	44	12.1
PMC4117474	T3	Citation	45	49	[44]
PMC4117488	T1	Application_Usage	59	67	EPI INFO
PMC4117488	T2	Application_Usage	121	126	Excel
PMC4117488	T3	Version	76	77	5
PMC4117488	T4	Developer	79	82	CDC
PMC4117488	T5	Developer	111	120	Microsoft
PMC4128761	T1	Application_Usage	12	51	Statistical Package for Social Sciences
PMC4128761	T2	OperatingSystem_Usage	62	69	Windows
PMC4128761	T3	Application_Usage	53	57	SPSS
PMC4128761	T4	Version	79	83	16.0
PMC4128761	T5	Developer	85	94	SPSS Inc.
PMC4133193	T1	Application_Usage	25	30	STATA
PMC4133193	T2	Version	40	42	12
PMC4139320	T1	Application_Usage	21	28	WinBugs
PMC4139320	T2	PlugIn_Usage	95	104	R2WinBUGS
PMC4139320	T3	Version	29	32	1.4
PMC4139320	T4	URL	50	84	http://www.mrc-bsu.cam.ac.uk/bugs/
PMC4139320	T5	Version	121	127	2.1–16
PMC4143167	T1	Application_Usage	56	61	Stata
PMC4143167	T2	Version	70	74	12.1
PMC4143167	T3	Developer	76	85	StataCorp
PMC4143241	T1	Application_Usage	50	55	Excel
PMC4143359	T1	ProgrammingEnvironment_Usage	107	113	MATLAB
PMC4146461	T1	Application_Usage	174	177	SAS
PMC4146461	T2	Version	183	184	4
PMC4146461	T3	Application_Usage	335	338	SAS
PMC4146461	T4	ProgrammingEnvironment_Usage	434	435	R
PMC4146461	T5	Version	444	449	3.0.1
PMC4146461	T6	Citation	450	454	[43]
PMC4151964	T1	ProgrammingEnvironment_Usage	4	10	Matlab
PMC4151964	T2	Application_Usage	452	456	SPSS
PMC4152246	T1	Application_Usage	29	34	Excel
PMC4152246	T2	Developer	26	28	MS
PMC4152288	T1	Application_Usage	42	47	Stata
PMC4152288	T2	Version	48	52	11.0
PMC4152288	T3	Developer	54	63	StataCorp
PMC4154727	T1	Application_Usage	40	44	SPSS
PMC4154727	T2	Version	53	55	20
PMC4154727	T3	Developer	66	81	IBM Corporation
PMC4157774	T1	Application_Usage	34	38	SPSS
PMC4157774	T2	Version	47	49	18
PMC4162622	T1	Application_Usage	0	15	SPSS Statistics
PMC4162622	T2	Version	16	22	20.0.0
PMC4162622	T3	Developer	45	54	SPSS Inc.
PMC4168004	T1	Application_Usage	34	39	Stata
PMC4168004	T2	Version	42	44	11
PMC4168004	T3	Citation	45	49	[16]
PMC4182710	T1	Application_Usage	39	42	SAS
PMC4182710	T2	Application_Usage	80	86	SUDAAN
PMC4182710	T3	Version	60	63	9.1
PMC4182710	T4	Developer	65	68	SAS
PMC4182710	T5	Developer	88	115	Research Triangle Institute
PMC4182710	T6	Release	70	74	2004
PMC4182710	T7	Release	117	121	2004
PMC4182799	T1	Application_Usage	271	278	Minitab
PMC4182799	T2	Version	287	291	16.2
PMC4182799	T3	Developer	293	305	Minitab Inc.
PMC4182805	T1	Application_Usage	188	192	SPSS
PMC4190082	T1	OperatingSystem_Usage	255	262	Windows
PMC4190082	T2	Application_Usage	203	244	Software Package for Statistical Analysis
PMC4190082	T3	Application_Usage	246	250	SPSS
PMC4190082	T4	Version	271	275	19.0
PMC4190082	T5	Citation	278	282	[24]
PMC4208812	T1	Application_Usage	55	70	SPSS Statistics
PMC4208812	T2	Developer	51	54	IBM
PMC4208812	T3	Version	89	91	21
PMC4208812	T4	Developer	93	108	IBM Corporation
PMC4211701	T1	Application_Usage	31	36	STATA
PMC4211701	T2	Version	37	41	12.1
PMC4220931	T1	Application_Usage	296	299	SAS
PMC4226578	T1	Application_Usage	97	100	SAS
PMC4240595	T1	Application_Usage	227	236	SPSS Amos
PMC4240595	T2	Developer	223	226	IBM
PMC4240595	T3	Version	237	241	21.0
PMC4245124	T1	Application_Usage	203	206	SAS
PMC4245124	T2	Version	207	210	9.3
PMC4264740	T1	Application_Usage	46	50	SPSS
PMC4264740	T2	Version	51	55	12.0
PMC4274157	T1	Application_Usage	52	60	Epi-Info
PMC4274157	T2	Application_Usage	79	83	SPSS
PMC4274157	T3	Version	69	74	3.5.2
PMC4274157	T4	Version	92	94	19
PMC4296933	T1	Application_Usage	54	69	SPSS Statistics
PMC4296933	T2	Developer	50	53	IBM
PMC4296933	T3	Version	79	83	20.0
PMC4335048	T1	Application_Usage	76	79	SAS
PMC4335048	T2	Version	80	83	9.2
PMC4335048	T3	Citation	84	88	[21]
PMC4335060	T1	Application_Usage	30	34	SPSS
PMC4335060	T2	Version	35	39	14.0
PMC4342009	T1	Application_Usage	38	81	Statistical Package for the Social Sciences
PMC4342009	T2	OperatingSystem_Usage	92	99	Windows
PMC4342009	T3	Application_Usage	83	87	SPSS
PMC4342009	T4	Version	109	113	19.0
PMC4342009	T5	Developer	115	123	SPSS Inc
PMC4364309	T1	ProgrammingEnvironment_Usage	79	85	MATLAB
PMC4364309	T2	Release	86	92	R2010b
PMC4366215	T1	ProgrammingEnvironment_Usage	83	84	R
PMC4366215	T2	Application_Usage	42	46	JAGS
PMC4366215	T3	Citation	74	78	[43]
PMC4366215	T4	Version	85	90	3.0.3
PMC4366215	T5	Citation	91	95	[44]
PMC4370691	T1	Application_Usage	34	38	SPSS
PMC4370691	T2	Version	39	43	20.0
PMC4373781	T1	PlugIn_Usage	74	81	PRTools
PMC4373781	T2	ProgrammingEnvironment_Usage	56	62	Matlab
PMC4373781	T3	Developer	46	55	MathWorks
PMC4373781	T4	Citation	90	94	[57]
PMC4383449	T1	Application_Usage	49	88	Statistical Package for Social Sciences
PMC4383449	T2	OperatingSystem_Usage	99	106	Windows
PMC4383449	T3	Application_Usage	90	94	SPSS
PMC4383449	T4	Version	116	120	19.0
PMC4383449	T5	Developer	122	130	IBM Corp
PMC4383478	T1	ProgrammingEnvironment_Usage	4	10	Matlab
PMC4383478	T2	PlugIn_Usage	11	29	statistics toolbox
PMC4390221	T1	ProgrammingEnvironment_Usage	10	16	Matlab
PMC4390221	T2	PlugIn_Usage	39	49	SPIKE-dist
PMC4390221	T3	URL	59	121	http://wwwold.fi.isc.cnr.it/users/thomas.kreuz/sourcecode.html
PMC4390361	T1	Application_Usage	28	33	STATA
PMC4390361	T2	Version	37	41	11.2
PMC4390361	T3	Extension	34	36	MP
PMC4398325	T1	Application_Usage	58	63	blast
PMC4398325	T2	Citation	64	68	[36]
PMC4398325	T3	Application_Usage	132	138	blastn
PMC4398498	T1	Application_Usage	38	42	SPSS
PMC4398498	T2	Version	43	47	15.0
PMC4398498	T3	Developer	60	69	SPSS Inc.
PMC4401664	T1	ProgrammingEnvironment_Usage	147	153	MATLAB
PMC4405359	T1	Application_Usage	84	93	SPSS AMOS
PMC4405359	T2	Developer	80	83	IBM
PMC4405359	T3	Version	94	96	22
PMC4414420	T1	Application_Usage	47	62	SPSS Statistics
PMC4414420	T2	Version	63	65	21
PMC4414468	T1	Application_Usage	0	5	Stata
PMC4414468	T2	Version	14	18	13.0
PMC4416015	T1	Application_Usage	615	618	SAS
PMC4416015	T2	Developer	620	633	SAS Institute
PMC4418829	T1	Application_Usage	283	288	excel
PMC4423990	T1	Application_Usage	34	38	SPSS
PMC4423990	T2	OperatingSystem_Usage	39	46	Windows
PMC4423990	T3	Version	55	57	20
PMC4423990	T4	Citation	58	62	[33]
PMC4427319	T1	Application_Mention	43	47	SPSS
PMC4433227	T1	Application_Usage	37	41	SPSS
PMC4433227	T2	Version	46	48	22
PMC4444086	T1	Application_Usage	78	82	SPSS
PMC4444086	T2	Application_Usage	170	176	LISREL
PMC4444086	T3	OperatingSystem_Usage	130	137	Windows
PMC4444086	T4	Version	91	95	16.0
PMC4444086	T5	Developer	97	106	SPSS Inc.
PMC4444086	T6	Version	177	180	8.5
PMC4451079	T1	Application_Usage	91	96	Stata
PMC4451079	T2	Version	97	99	13
PMC4451079	T3	Citation	100	104	[52]
PMC4452766	T1	Application_Usage	34	39	Stata
PMC4452766	T2	Version	43	47	11.2
PMC4452766	T3	Extension	40	42	SE
PMC4454565	T1	Application_Usage	24	27	SAS
PMC4454565	T2	Version	28	31	9.2
PMC4454696	T1	ProgrammingEnvironment_Usage	145	151	Matlab
PMC4454696	T2	Application_Usage	25	55	Statistical Parametric Mapping
PMC4454696	T3	Version	56	57	5
PMC4454696	T4	Application_Usage	59	62	SPM
PMC4454696	T5	Version	62	63	5
PMC4454696	T6	Developer	65	107	Wellcome Department of Cognitive Neurology
PMC4454696	T7	Version	152	155	7.8
PMC4454696	T8	Developer	157	166	Mathworks
PMC4460094	T1	Application_Usage	107	111	SPSS
PMC4460094	T2	Version	115	119	22.0
PMC4465675	T1	Application_Usage	25	30	Stata
PMC4465675	T2	Version	40	44	13.1
PMC4466912	T1	Application_Mention	73	78	Excel
PMC4472346	T1	Application_Usage	230	233	SAS
PMC4474638	T1	Application_Usage	32	37	MLwiN
PMC4474638	T2	Application_Usage	64	69	Stata
PMC4474638	T3	Version	38	42	2.25
PMC4474638	T4	Version	70	72	13
PMC4474638	T5	PlugIn_Usage	118	126	runmlwin
PMC4477874	T1	Application_Usage	29	33	SPSS
PMC4477874	T2	Version	64	69	21.0J
PMC4477874	T3	Developer	71	85	IBM SPSS Japan
PMC4479570	T1	Application_Usage	46	61	SPSS Statistics
PMC4479570	T2	Version	62	64	22
PMC4479570	T3	Developer	66	76	Dynelytics
PMC4481314	T1	Application_Usage	46	50	SPSS
PMC4481314	T2	Version	59	61	19
PMC4481314	T3	Developer	63	72	IBM Corp.
PMC4496054	T1	Application_Usage	38	42	SPSS
PMC4496054	T2	Application_Usage	52	56	AMOS
PMC4496054	T3	Version	43	47	13.0
PMC4496054	T4	Version	57	61	17.0
PMC4501692	T1	Application_Usage	0	4	SPSS
PMC4501692	T2	Version	23	27	18.0
PMC4501692	T3	Developer	29	38	SPSS Inc.
PMC4505905	T1	Application_Usage	70	75	STATA
PMC4512684	T1	Application_Usage	30	35	Stata
PMC4512684	T2	Version	45	47	13
PMC4512684	T3	Developer	49	61	StataCorp LP
PMC4514736	T1	Application_Usage	22	27	STATA
PMC4514736	T2	Version	37	41	12.1
PMC4514736	T3	PlugIn_Usage	74	78	traj
PMC4514736	T4	Citation	89	93	[24]
PMC4524681	T1	Application_Mention	116	120	SPSS
PMC4524681	T2	PlugIn_Usage	41	48	PROCESS
PMC4524681	T3	Developer	66	81	Andrew F. Hayes
PMC4524681	T4	Citation	82	86	[38]
PMC4526536	T1	Application_Usage	0	4	SPSS
PMC4526536	T2	OperatingSystem_Usage	14	21	Windows
PMC4526536	T3	Version	5	9	16.0
PMC4535859	T1	Application_Usage	49	53	SPSS
PMC4535859	T2	Version	54	58	20.0
PMC4546275	T1	Application_Usage	34	38	SPSS
PMC4546275	T2	Application_Usage	12	16	AMOS
PMC4546275	T3	Developer	30	33	IBM
PMC4546275	T4	Version	43	47	21.0
PMC4558049	T1	Application_Usage	75	78	SPM
PMC4558049	T2	ProgrammingEnvironment_Usage	149	155	MATLAB
PMC4558049	T3	Version	78	79	8
PMC4558049	T4	Developer	81	123	Wellcome Department of Cognitive Neurology
PMC4558049	T5	Release	165	171	R2010a
PMC4558049	T6	Developer	173	191	The MathWorks Inc.
PMC4558093	T1	Application_Usage	42	49	Minitab
PMC4558093	T2	Version	50	52	16
PMC4558093	T3	Developer	54	65	Minitab Ltd
PMC4567331	T1	Application_Usage	42	46	SPSS
PMC4567331	T2	Version	56	60	17.0
PMC4567331	T3	Developer	62	77	SPSS Japan Inc.
PMC4575027	T1	Application_Usage	34	39	Stata
PMC4575027	T2	Version	40	44	13.1
PMC4580643	T1	Application_Usage	34	37	SAS
PMC4580643	T2	Version	40	43	9.2
PMC4580643	T3	Citation	44	48	[34]
PMC4580648	T1	ProgrammingEnvironment_Mention	317	323	MATLAB
PMC4580648	T2	ProgrammingEnvironment_Usage	146	152	MATLAB
PMC4580648	T3	ProgrammingEnvironment_Usage	596	602	MATLAB
PMC4580648	T4	ProgrammingEnvironment_Mention	661	666	MATLB
PMC4580648	T5	Developer	154	171	The MathWorks Inc
PMC4589358	T1	Application_Usage	50	54	SPSS
PMC4589358	T2	Developer	46	49	IBM
PMC4589358	T3	Version	64	66	22
PMC4591118	T1	Application_Mention	13	18	STATA
PMC4591118	T2	Citation	222	226	[27]
PMC4591998	T1	Application_Usage	52	55	SAS
PMC4591998	T2	Application_Usage	21	27	Access
PMC4591998	T3	Version	56	59	9.3
PMC4591998	T4	Developer	61	79	SAS Institute Inc.
PMC4599893	T1	Application_Usage	36	41	Excel
PMC4599893	T2	Developer	26	35	Microsoft
PMC4633186	T1	Application_Usage	61	66	STATA
PMC4633186	T2	Extension	67	71	S.E.
PMC4633186	T3	Version	72	76	10.0
PMC4633186	T4	Developer	78	95	STATA Corp., Inc.
PMC4636431	T1	Application_Usage	56	60	SPSS
PMC4636431	T2	Developer	62	65	IBM
PMC4651293	T1	Application_Usage	27	31	SPSS
PMC4651293	T2	Version	40	44	18.0
PMC4651293	T3	Version	54	58	18.0
